"Subject","Block","Trial","Stim_1","Stim_2","RT","Reaction"
"F252w","2",77,"1","1",420,"Correct"
"F252w","2",78,"1","1",267,"Correct"
"F252w","2",79,"1","1",247,"Correct"
"F252w","2",80,"2","2",227,"Correct"
"F252w","2",81,"1","1",446,"Correct"
"F252w","2",82,"1","2",392,"Correct"
"F252w","2",83,"1","1",551,"Correct"
"F252w","2",84,"1","1",328,"Too Slow"
"F252w","2",85,"2","2",443,"Correct"
"F252w","2",86,"1","1",510,"Correct"
"F252w","2",87,"1","1",428,"Correct"
"F252w","2",88,"1","1",405,"Correct"
"F252w","2",89,"1","1",343,"Correct"
"F252w","2",90,"2","1",286,"Correct"
"F252w","2",91,"1","1",370,"Correct"
"F252w","2",92,"1","1",405,"Correct"
"F252w","2",93,"1","1",582,"Too Slow"
"F252w","2",94,"2","1",424,"Correct"
"F252w","2",95,"2","1",411,"Correct"
"F252w","2",96,"1","1",358,"Correct"
"F252w","2",97,"2","2",298,"Correct"
"F252w","2",98,"1","1",305,"Correct"
"F252w","2",99,"1","1",280,"Correct"
"F252w","2",100,"1","1",273,"Correct"
"F252w","2",101,"1","1",332,"Correct"
"F252w","2",102,"1","2",501,"Correct"
"F252w","2",103,"1","1",255,"Correct"
"F252w","2",104,"1","1",233,"Correct"
"F252w","2",105,"1","1",299,"Correct"
"F252w","2",106,"1","1",420,"Correct"
"F252w","2",107,"1","1",228,"Correct"
"F252w","2",108,"1","1",333,"Correct"
"F252w","2",109,"1","1",231,"Correct"
"F252w","2",110,"1","1",553,"Correct"
"F252w","2",111,"1","1",322,"Correct"
"F252w","2",112,"1","1",416,"Correct"
"F252w","2",113,"1","1",235,"Correct"
"F252w","2",114,"2","1",426,"Incorrect"
"F252w","2",115,"1","1",505,"Correct"
"F252w","2",116,"1","2",573,"Correct"
"F252w","2",117,"1","1",343,"Correct"
"F252w","2",118,"2","2",608,"Correct"
"F252w","2",119,"1","1",247,"Correct"
"F252w","2",120,"2","2",473,"Correct"
"F252w","2",121,"1","1",456,"Correct"
"F252w","2",122,"1","1",326,"Correct"
"F252w","2",123,"1","1",468,"Too Slow"
"F252w","2",124,"1","1",387,"Correct"
"F252w","2",125,"1","1",393,"Correct"
"F252w","2",126,"1","1",241,"Correct"
"F252w","2",127,"1","2",687,"Correct"
"F252w","2",128,"1","1",296,"Correct"
"F252w","2",129,"2","2",597,"Correct"
"3WBbQ","1",1,"1","1",329,"Correct"
"3WBbQ","1",2,"1","1",425,"Incorrect"
"3WBbQ","1",3,"1","1",295,"Correct"
"3WBbQ","1",4,"1","1",369,"Correct"
"3WBbQ","1",5,"2","1",220,"Correct"
"3WBbQ","1",6,"1","1",277,"Correct"
"3WBbQ","1",7,"1","1",504,"Correct"
"3WBbQ","1",8,"1","2",579,"Correct"
"3WBbQ","1",9,"1","1",604,"Correct"
"3WBbQ","1",10,"1","1",526,"Correct"
"3WBbQ","1",11,"1","1",460,"Correct"
"3WBbQ","1",12,"2","1",220,"Correct"
"3WBbQ","1",13,"1","1",336,"Correct"
"3WBbQ","1",14,"1","2",414,"Correct"
"3WBbQ","1",15,"2","2",192,"Correct"
"3WBbQ","1",16,"1","1",237,"Correct"
"3WBbQ","1",17,"1","1",594,"Correct"
"3WBbQ","1",18,"1","1",453,"Correct"
"3WBbQ","1",19,"1","1",284,"Correct"
"3WBbQ","1",20,"1","1",464,"Correct"
"3WBbQ","1",21,"1","1",327,"Correct"
"3WBbQ","1",22,"1","2",634,"Correct"
"3WBbQ","1",23,"1","1",605,"Correct"
"3WBbQ","1",24,"1","2",437,"Correct"
"3WBbQ","1",25,"1","1",390,"Correct"
"3WBbQ","1",26,"2","1",225,"Correct"
"3WBbQ","1",27,"1","1",493,"Incorrect"
"3WBbQ","1",28,"1","1",332,"Correct"
"3WBbQ","1",29,"2","1",224,"Correct"
"3WBbQ","1",30,"1","1",305,"Correct"
"3WBbQ","1",31,"1","1",470,"Correct"
"3WBbQ","1",32,"1","2",455,"Incorrect"
"3WBbQ","1",33,"2","1",212,"Correct"
"3WBbQ","1",34,"1","1",269,"Correct"
"3WBbQ","1",35,"2","2",28,"Correct"
"3WBbQ","1",36,"1","1",244,"Correct"
"3WBbQ","1",37,"1","1",319,"Correct"
"3WBbQ","1",38,"1","1",457,"Correct"
"3WBbQ","1",39,"1","2",294,"Correct"
"3WBbQ","1",40,"1","1",312,"Correct"
"3WBbQ","1",41,"1","1",296,"Correct"
"3WBbQ","1",42,"1","1",286,"Correct"
"3WBbQ","1",43,"2","2",200,"Correct"
"3WBbQ","1",44,"1","1",278,"Correct"
"3WBbQ","1",45,"1","2",493,"Correct"
"3WBbQ","1",46,"2","1",10,"Incorrect"
"3WBbQ","1",47,"1","1",241,"Correct"
"3WBbQ","1",48,"1","1",478,"Correct"
"3WBbQ","1",49,"1","2",333,"Incorrect"
"3WBbQ","1",50,"1","1",667,"Correct"
"3WBbQ","1",51,"1","1",453,"Correct"
"3WBbQ","1",52,"1","1",424,"Correct"
"3WBbQ","1",53,"2","2",184,"Correct"
"3WBbQ","1",54,"2","2",238,"Correct"
"3WBbQ","1",55,"1","1",288,"Correct"
"3WBbQ","1",56,"1","1",338,"Correct"
"3WBbQ","1",57,"1","1",304,"Correct"
"3WBbQ","1",58,"1","1",347,"Correct"
"3WBbQ","1",59,"1","1",410,"Correct"
"3WBbQ","1",60,"1","1",227,"Correct"
"3WBbQ","1",61,"1","1",322,"Correct"
"3WBbQ","1",62,"1","1",275,"Correct"
"3WBbQ","1",63,"1","1",305,"Correct"
"3WBbQ","1",64,"2","1",188,"Correct"
"3WBbQ","1",65,"2","2",208,"Correct"
"3WBbQ","1",66,"1","1",300,"Correct"
"3WBbQ","1",67,"1","2",260,"Incorrect"
"3WBbQ","1",68,"2","1",178,"Correct"
"3WBbQ","1",69,"1","1",306,"Correct"
"3WBbQ","1",70,"2","2",238,"Correct"
"3WBbQ","1",71,"1","1",234,"Correct"
"3WBbQ","1",72,"1","2",544,"Correct"
"3WBbQ","1",73,"1","1",310,"Correct"
"3WBbQ","1",74,"1","1",311,"Correct"
"3WBbQ","1",75,"1","1",304,"Correct"
"3WBbQ","1",76,"1","1",359,"Correct"
"3WBbQ","1",77,"1","1",330,"Correct"
"3WBbQ","1",78,"2","1",189,"Correct"
"3WBbQ","1",79,"1","1",537,"Correct"
"3WBbQ","1",80,"1","1",348,"Correct"
"3WBbQ","1",81,"1","1",316,"Correct"
"3WBbQ","1",82,"1","1",318,"Correct"
"3WBbQ","1",83,"1","1",275,"Correct"
"3WBbQ","1",84,"1","1",344,"Correct"
"3WBbQ","1",85,"1","1",340,"Correct"
"3WBbQ","1",86,"1","1",361,"Correct"
"3WBbQ","1",87,"1","1",338,"Correct"
"3WBbQ","1",88,"1","1",300,"Correct"
"3WBbQ","1",89,"2","1",173,"Correct"
"3WBbQ","1",90,"1","1",274,"Correct"
"3WBbQ","1",91,"1","1",256,"Correct"
"3WBbQ","1",92,"2","2",0,"Incorrect"
"3WBbQ","1",93,"1","2",501,"Correct"
"3WBbQ","1",94,"1","1",255,"Correct"
"3WBbQ","1",95,"1","1",244,"Correct"
"3WBbQ","1",96,"1","1",364,"Correct"
"3WBbQ","1",97,"1","2",583,"Correct"
"3WBbQ","1",98,"1","1",448,"Correct"
"3WBbQ","1",99,"2","2",272,"Correct"
"3WBbQ","1",100,"1","1",291,"Correct"
"3WBbQ","1",101,"1","1",448,"Correct"
"3WBbQ","1",102,"2","2",50,"Correct"
"3WBbQ","1",103,"1","1",322,"Correct"
"3WBbQ","1",104,"1","1",427,"Correct"
"3WBbQ","1",105,"1","1",358,"Correct"
"3WBbQ","1",106,"2","1",228,"Correct"
"3WBbQ","1",107,"1","1",358,"Correct"
"3WBbQ","1",108,"1","1",330,"Correct"
"3WBbQ","1",109,"1","1",495,"Correct"
"3WBbQ","1",110,"2","2",239,"Correct"
"3WBbQ","1",111,"2","2",246,"Correct"
"3WBbQ","1",112,"1","1",223,"Correct"
"3WBbQ","1",113,"2","2",200,"Correct"
"3WBbQ","1",114,"1","1",249,"Correct"
"3WBbQ","1",115,"1","1",651,"Correct"
"3WBbQ","1",116,"1","2",351,"Incorrect"
"3WBbQ","1",117,"1","1",237,"Correct"
"3WBbQ","1",118,"1","1",275,"Correct"
"3WBbQ","1",119,"1","1",251,"Correct"
"3WBbQ","1",120,"1","1",283,"Correct"
"3WBbQ","1",121,"1","1",340,"Correct"
"3WBbQ","1",122,"1","1",280,"Correct"
"3WBbQ","1",123,"1","1",321,"Correct"
"3WBbQ","1",124,"2","1",212,"Correct"
"3WBbQ","1",125,"2","1",217,"Correct"
"3WBbQ","1",126,"1","1",345,"Correct"
"3WBbQ","1",127,"1","1",306,"Correct"
"3WBbQ","1",128,"1","1",458,"Correct"
"3WBbQ","1",129,"1","1",350,"Correct"
"3WBbQ","2",1,"1","2",310,"Incorrect"
"3WBbQ","2",2,"1","1",425,"Too Slow"
"3WBbQ","2",3,"1","1",295,"Too Slow"
"3WBbQ","2",4,"2","1",369,"Too Slow"
"3WBbQ","2",5,"1","1",433,"Correct"
"3WBbQ","2",6,"1","1",299,"Correct"
"3WBbQ","2",7,"1","1",325,"Correct"
"3WBbQ","2",8,"1","2",579,"Too Slow"
"3WBbQ","2",9,"1","2",510,"Correct"
"3WBbQ","2",10,"1","1",369,"Correct"
"3WBbQ","2",11,"1","1",269,"Correct"
"3WBbQ","2",12,"1","1",258,"Correct"
"3WBbQ","2",13,"2","1",160,"Correct"
"3WBbQ","2",14,"2","2",191,"Correct"
"3WBbQ","2",15,"2","2",232,"Correct"
"3WBbQ","2",16,"1","2",254,"Incorrect"
"3WBbQ","2",17,"2","1",0,"Incorrect"
"3WBbQ","2",18,"1","1",529,"Correct"
"3WBbQ","2",19,"2","2",231,"Correct"
"3WBbQ","2",20,"1","1",314,"Correct"
"3WBbQ","2",21,"1","1",423,"Correct"
"3WBbQ","2",22,"1","1",264,"Correct"
"3WBbQ","2",23,"2","1",17,"Correct"
"3WBbQ","2",24,"1","1",204,"Correct"
"3WBbQ","2",25,"1","1",305,"Correct"
"3WBbQ","2",26,"1","1",270,"Correct"
"3WBbQ","2",27,"1","1",224,"Correct"
"3WBbQ","2",28,"1","1",233,"Correct"
"3WBbQ","2",29,"2","2",186,"Correct"
"3WBbQ","2",30,"1","1",312,"Correct"
"3WBbQ","2",31,"1","1",464,"Correct"
"3WBbQ","2",32,"1","1",235,"Correct"
"3WBbQ","2",33,"1","1",339,"Correct"
"3WBbQ","2",34,"2","2",220,"Correct"
"3WBbQ","2",35,"1","1",238,"Correct"
"3WBbQ","2",36,"1","1",244,"Too Slow"
"3WBbQ","2",37,"1","1",254,"Correct"
"3WBbQ","2",38,"1","1",430,"Correct"
"3WBbQ","2",39,"1","1",319,"Correct"
"3WBbQ","2",40,"1","1",246,"Correct"
"3WBbQ","2",41,"1","1",425,"Correct"
"3WBbQ","2",42,"1","1",240,"Correct"
"3WBbQ","2",43,"1","1",352,"Incorrect"
"3WBbQ","2",44,"1","1",246,"Correct"
"3WBbQ","2",45,"1","1",543,"Correct"
"3WBbQ","2",46,"1","1",325,"Correct"
"3WBbQ","2",47,"1","1",242,"Correct"
"3WBbQ","2",48,"2","2",163,"Correct"
"3WBbQ","2",49,"1","1",252,"Correct"
"3WBbQ","2",50,"1","1",320,"Incorrect"
"3WBbQ","2",51,"1","1",232,"Correct"
"3WBbQ","2",52,"1","1",245,"Correct"
"3WBbQ","2",53,"1","1",194,"Correct"
"3WBbQ","2",54,"1","1",213,"Correct"
"3WBbQ","2",55,"2","2",200,"Correct"
"3WBbQ","2",56,"1","1",316,"Correct"
"3WBbQ","2",57,"2","1",224,"Correct"
"3WBbQ","2",58,"1","2",335,"Incorrect"
"3WBbQ","2",59,"1","1",0,"Incorrect"
"3WBbQ","2",60,"1","1",308,"Correct"
"3WBbQ","2",61,"1","2",405,"Incorrect"
"3WBbQ","2",62,"2","1",0,"Incorrect"
"3WBbQ","2",63,"1","1",338,"Incorrect"
"3WBbQ","2",64,"1","1",334,"Correct"
"3WBbQ","2",65,"1","2",490,"Correct"
"3WBbQ","2",66,"1","1",390,"Correct"
"3WBbQ","2",67,"1","2",356,"Incorrect"
"3WBbQ","2",68,"2","1",220,"Correct"
"3WBbQ","2",69,"2","1",214,"Correct"
"3WBbQ","2",70,"1","1",541,"Correct"
"3WBbQ","2",71,"1","1",327,"Correct"
"3WBbQ","2",72,"1","1",313,"Incorrect"
"3WBbQ","2",73,"2","1",197,"Correct"
"3WBbQ","2",74,"1","2",648,"Incorrect"
"3WBbQ","2",75,"1","1",309,"Correct"
"3WBbQ","2",76,"1","1",593,"Correct"
"3WBbQ","2",77,"1","1",748,"Incorrect"
"3WBbQ","2",78,"1","1",352,"Correct"
"3WBbQ","2",79,"1","1",395,"Correct"
"3WBbQ","2",80,"2","2",214,"Correct"
"3WBbQ","2",81,"1","1",417,"Correct"
"3WBbQ","2",82,"1","2",318,"Too Slow"
"3WBbQ","2",83,"1","1",558,"Correct"
"3WBbQ","2",84,"1","1",278,"Correct"
"3WBbQ","2",85,"2","2",174,"Correct"
"3WBbQ","2",86,"1","1",662,"Correct"
"3WBbQ","2",87,"1","1",349,"Correct"
"3WBbQ","2",88,"1","1",215,"Correct"
"3WBbQ","2",89,"1","1",386,"Correct"
"3WBbQ","2",90,"2","1",178,"Correct"
"3WBbQ","2",91,"1","1",328,"Correct"
"3WBbQ","2",92,"1","1",296,"Incorrect"
"3WBbQ","2",93,"1","1",288,"Correct"
"3WBbQ","2",94,"2","1",185,"Correct"
"3WBbQ","2",95,"2","1",147,"Correct"
"3WBbQ","2",96,"1","1",502,"Correct"
"3WBbQ","2",97,"2","2",241,"Correct"
"3WBbQ","2",98,"1","1",313,"Correct"
"3WBbQ","2",99,"1","1",369,"Correct"
"3WBbQ","2",100,"1","1",247,"Correct"
"3WBbQ","2",101,"1","1",334,"Correct"
"3WBbQ","2",102,"1","2",377,"Incorrect"
"3WBbQ","2",103,"1","1",464,"Correct"
"3WBbQ","2",104,"1","1",481,"Correct"
"3WBbQ","2",105,"1","1",246,"Correct"
"3WBbQ","2",106,"1","1",513,"Correct"
"3WBbQ","2",107,"1","1",261,"Correct"
"3WBbQ","2",108,"1","1",281,"Correct"
"3WBbQ","2",109,"1","1",346,"Correct"
"3WBbQ","2",110,"1","1",297,"Correct"
"3WBbQ","2",111,"1","1",267,"Correct"
"3WBbQ","2",112,"1","1",254,"Correct"
"3WBbQ","2",113,"1","1",282,"Correct"
"3WBbQ","2",114,"2","1",263,"Correct"
"3WBbQ","2",115,"1","1",403,"Correct"
"3WBbQ","2",116,"1","2",438,"Incorrect"
"3WBbQ","2",117,"1","1",454,"Correct"
"3WBbQ","2",118,"2","2",211,"Correct"
"3WBbQ","2",119,"1","1",281,"Correct"
"3WBbQ","2",120,"2","2",205,"Correct"
"3WBbQ","2",121,"1","1",232,"Correct"
"3WBbQ","2",122,"1","1",370,"Correct"
"3WBbQ","2",123,"1","1",221,"Correct"
"3WBbQ","2",124,"1","1",235,"Correct"
"3WBbQ","2",125,"1","1",314,"Correct"
"3WBbQ","2",126,"1","1",211,"Correct"
"3WBbQ","2",127,"1","2",454,"Incorrect"
"3WBbQ","2",128,"1","1",368,"Correct"
"3WBbQ","2",129,"2","2",0,"Incorrect"
"AS2ZO","1",1,"1","1",342,"Correct"
"AS2ZO","1",2,"1","1",284,"Correct"
"AS2ZO","1",3,"1","1",405,"Incorrect"
"AS2ZO","1",4,"1","1",460,"Correct"
"AS2ZO","1",5,"2","1",349,"Correct"
"AS2ZO","1",6,"1","1",251,"Correct"
"AS2ZO","1",7,"1","1",466,"Correct"
"AS2ZO","1",8,"1","2",0,"Too Slow"
"AS2ZO","1",9,"1","1",417,"Correct"
"AS2ZO","1",10,"1","1",345,"Correct"
"AS2ZO","1",11,"1","1",539,"Correct"
"AS2ZO","1",12,"2","1",318,"Correct"
"AS2ZO","1",13,"1","1",0,"Too Slow"
"AS2ZO","1",14,"1","2",571,"Correct"
"AS2ZO","1",15,"2","2",290,"Correct"
"AS2ZO","1",16,"1","1",427,"Correct"
"AS2ZO","1",17,"1","1",273,"Correct"
"AS2ZO","1",18,"1","1",282,"Correct"
"AS2ZO","1",19,"1","1",470,"Correct"
"AS2ZO","1",20,"1","1",510,"Correct"
"AS2ZO","1",21,"1","1",503,"Correct"
"AS2ZO","1",22,"1","2",491,"Correct"
"AS2ZO","1",23,"1","1",448,"Correct"
"AS2ZO","1",24,"1","2",557,"Correct"
"AS2ZO","1",25,"1","1",362,"Correct"
"AS2ZO","1",26,"2","1",404,"Incorrect"
"AS2ZO","1",27,"1","1",588,"Correct"
"AS2ZO","1",28,"1","1",452,"Correct"
"AS2ZO","1",29,"2","1",249,"Correct"
"AS2ZO","1",30,"1","1",315,"Correct"
"AS2ZO","1",31,"1","1",376,"Correct"
"AS2ZO","1",32,"1","2",555,"Correct"
"AS2ZO","1",33,"2","1",557,"Correct"
"AS2ZO","1",34,"1","1",266,"Correct"
"AS2ZO","1",35,"2","2",319,"Correct"
"AS2ZO","1",36,"1","1",325,"Correct"
"AS2ZO","1",37,"1","1",648,"Correct"
"AS2ZO","1",38,"1","1",615,"Correct"
"AS2ZO","1",39,"1","2",278,"Incorrect"
"AS2ZO","1",40,"1","1",281,"Correct"
"AS2ZO","1",41,"1","1",497,"Correct"
"AS2ZO","1",42,"1","1",561,"Correct"
"AS2ZO","1",43,"2","2",704,"Correct"
"AS2ZO","1",44,"1","1",306,"Correct"
"AS2ZO","1",45,"1","2",507,"Correct"
"AS2ZO","1",46,"2","1",623,"Correct"
"AS2ZO","1",47,"1","1",492,"Incorrect"
"AS2ZO","1",48,"1","1",323,"Correct"
"AS2ZO","1",49,"1","2",527,"Correct"
"AS2ZO","1",50,"1","1",534,"Correct"
"AS2ZO","1",51,"1","1",557,"Correct"
"AS2ZO","1",52,"1","1",510,"Correct"
"AS2ZO","1",53,"2","2",253,"Correct"
"AS2ZO","1",54,"2","2",390,"Correct"
"AS2ZO","1",55,"1","1",500,"Correct"
"AS2ZO","1",56,"1","1",516,"Correct"
"AS2ZO","1",57,"1","1",492,"Correct"
"AS2ZO","1",58,"1","1",527,"Correct"
"AS2ZO","1",59,"1","1",411,"Correct"
"AS2ZO","1",60,"1","1",446,"Correct"
"AS2ZO","1",61,"1","1",457,"Correct"
"AS2ZO","1",62,"1","1",481,"Correct"
"AS2ZO","1",63,"1","1",372,"Correct"
"AS2ZO","1",64,"2","1",405,"Correct"
"AS2ZO","1",65,"2","2",272,"Correct"
"AS2ZO","1",66,"1","1",373,"Correct"
"AS2ZO","1",67,"1","2",492,"Correct"
"AS2ZO","1",68,"2","1",197,"Correct"
"AS2ZO","1",69,"1","1",278,"Correct"
"AS2ZO","1",70,"2","2",496,"Correct"
"AS2ZO","1",71,"1","1",273,"Correct"
"AS2ZO","1",72,"1","2",0,"Too Slow"
"AS2ZO","1",73,"1","1",309,"Correct"
"AS2ZO","1",74,"1","1",389,"Correct"
"AS2ZO","1",75,"1","1",535,"Correct"
"AS2ZO","1",76,"1","1",65,"Incorrect"
"AS2ZO","1",77,"1","1",322,"Correct"
"AS2ZO","1",78,"2","1",269,"Correct"
"AS2ZO","1",79,"1","1",277,"Correct"
"AS2ZO","1",80,"1","1",300,"Correct"
"AS2ZO","1",81,"1","1",438,"Correct"
"AS2ZO","1",82,"1","1",407,"Correct"
"AS2ZO","1",83,"1","1",250,"Correct"
"AS2ZO","1",84,"1","1",540,"Correct"
"AS2ZO","1",85,"1","1",260,"Correct"
"AS2ZO","1",86,"1","1",250,"Correct"
"AS2ZO","1",87,"1","1",383,"Correct"
"AS2ZO","1",88,"1","1",378,"Correct"
"AS2ZO","1",89,"2","1",249,"Correct"
"AS2ZO","1",90,"1","1",370,"Correct"
"AS2ZO","1",91,"1","1",320,"Correct"
"AS2ZO","1",92,"2","2",488,"Correct"
"AS2ZO","1",93,"1","2",246,"Incorrect"
"AS2ZO","1",94,"1","1",393,"Correct"
"AS2ZO","1",95,"1","1",509,"Correct"
"AS2ZO","1",96,"1","1",578,"Correct"
"AS2ZO","1",97,"1","2",424,"Correct"
"AS2ZO","1",98,"1","1",507,"Correct"
"AS2ZO","1",99,"2","2",307,"Correct"
"AS2ZO","1",100,"1","1",217,"Correct"
"AS2ZO","1",101,"1","1",477,"Correct"
"AS2ZO","1",102,"2","2",257,"Correct"
"AS2ZO","1",103,"1","1",256,"Correct"
"AS2ZO","1",104,"1","1",36,"Correct"
"AS2ZO","1",105,"1","1",371,"Correct"
"AS2ZO","1",106,"2","1",311,"Correct"
"AS2ZO","1",107,"1","1",298,"Correct"
"AS2ZO","1",108,"1","1",324,"Correct"
"AS2ZO","1",109,"1","1",330,"Correct"
"AS2ZO","1",110,"2","2",272,"Correct"
"AS2ZO","1",111,"2","2",221,"Correct"
"AS2ZO","1",112,"1","1",249,"Correct"
"AS2ZO","1",113,"2","2",276,"Correct"
"AS2ZO","1",114,"1","1",466,"Correct"
"AS2ZO","1",115,"1","1",301,"Correct"
"AS2ZO","1",116,"1","2",441,"Correct"
"AS2ZO","1",117,"1","1",391,"Correct"
"AS2ZO","1",118,"1","1",596,"Correct"
"AS2ZO","1",119,"1","1",533,"Correct"
"AS2ZO","1",120,"1","1",241,"Correct"
"AS2ZO","1",121,"1","1",252,"Correct"
"AS2ZO","1",122,"1","1",255,"Correct"
"AS2ZO","1",123,"1","1",257,"Correct"
"AS2ZO","1",124,"2","1",243,"Correct"
"AS2ZO","1",125,"2","1",259,"Correct"
"AS2ZO","1",126,"1","1",253,"Incorrect"
"AS2ZO","1",127,"1","1",507,"Correct"
"AS2ZO","1",128,"1","1",246,"Correct"
"AS2ZO","1",129,"1","1",351,"Correct"
"AS2ZO","2",1,"1","2",342,"Too Slow"
"AS2ZO","2",2,"1","1",284,"Too Slow"
"AS2ZO","2",3,"1","1",228,"Correct"
"AS2ZO","2",4,"2","1",34,"Correct"
"AS2ZO","2",5,"1","1",206,"Correct"
"AS2ZO","2",6,"1","1",192,"Correct"
"AS2ZO","2",7,"1","1",224,"Correct"
"AS2ZO","2",8,"1","2",496,"Correct"
"AS2ZO","2",9,"1","2",660,"Correct"
"AS2ZO","2",10,"1","1",543,"Correct"
"AS2ZO","2",11,"1","1",524,"Correct"
"AS2ZO","2",12,"1","1",380,"Correct"
"AS2ZO","2",13,"2","1",286,"Correct"
"AS2ZO","2",14,"2","2",503,"Correct"
"AS2ZO","2",15,"2","2",491,"Incorrect"
"AS2ZO","2",16,"1","2",427,"Too Slow"
"AS2ZO","2",17,"2","1",298,"Correct"
"AS2ZO","2",18,"1","1",305,"Correct"
"AS2ZO","2",19,"2","2",470,"Too Slow"
"AS2ZO","2",20,"1","1",236,"Correct"
"AS2ZO","2",21,"1","1",326,"Correct"
"AS2ZO","2",22,"1","1",273,"Correct"
"AS2ZO","2",23,"2","1",250,"Correct"
"AS2ZO","2",24,"1","1",302,"Correct"
"AS2ZO","2",25,"1","1",254,"Correct"
"AS2ZO","2",26,"1","1",213,"Correct"
"AS2ZO","2",27,"1","1",390,"Correct"
"AS2ZO","2",28,"1","1",240,"Correct"
"AS2ZO","2",29,"2","2",272,"Correct"
"AS2ZO","2",30,"1","1",244,"Correct"
"AS2ZO","2",31,"1","1",446,"Correct"
"AS2ZO","2",32,"1","1",477,"Correct"
"AS2ZO","2",33,"1","1",528,"Correct"
"AS2ZO","2",34,"2","2",435,"Correct"
"AS2ZO","2",35,"1","1",459,"Correct"
"AS2ZO","2",36,"1","1",212,"Correct"
"AS2ZO","2",37,"1","1",365,"Correct"
"AS2ZO","2",38,"1","1",497,"Incorrect"
"AS2ZO","2",39,"1","1",382,"Correct"
"AS2ZO","2",40,"1","1",622,"Correct"
"AS2ZO","2",41,"1","1",379,"Correct"
"AS2ZO","2",42,"1","1",424,"Correct"
"AS2ZO","2",43,"1","1",248,"Correct"
"AS2ZO","2",44,"1","1",280,"Correct"
"AS2ZO","2",45,"1","1",457,"Correct"
"AS2ZO","2",46,"1","1",373,"Correct"
"AS2ZO","2",47,"1","1",206,"Correct"
"AS2ZO","2",48,"2","2",211,"Correct"
"AS2ZO","2",49,"1","1",428,"Correct"
"AS2ZO","2",50,"1","1",359,"Correct"
"AS2ZO","2",51,"1","1",587,"Correct"
"AS2ZO","2",52,"1","1",533,"Correct"
"AS2ZO","2",53,"1","1",574,"Correct"
"AS2ZO","2",54,"1","1",295,"Correct"
"AS2ZO","2",55,"2","2",250,"Correct"
"AS2ZO","2",56,"1","1",677,"Correct"
"AS2ZO","2",57,"2","1",492,"Too Slow"
"AS2ZO","2",58,"1","2",112,"Incorrect"
"AS2ZO","2",59,"1","1",473,"Correct"
"AS2ZO","2",60,"1","1",445,"Correct"
"AS2ZO","2",61,"1","2",324,"Incorrect"
"AS2ZO","2",62,"2","1",512,"Correct"
"AS2ZO","2",63,"1","1",372,"Too Slow"
"AS2ZO","2",64,"1","1",560,"Correct"
"AS2ZO","2",65,"1","2",413,"Correct"
"AS2ZO","2",66,"1","1",296,"Correct"
"AS2ZO","2",67,"1","2",433,"Incorrect"
"AS2ZO","2",68,"2","1",306,"Correct"
"AS2ZO","2",69,"2","1",461,"Correct"
"AS2ZO","2",70,"1","1",349,"Correct"
"AS2ZO","2",71,"1","1",479,"Correct"
"AS2ZO","2",72,"1","1",341,"Correct"
"AS2ZO","2",73,"2","1",320,"Correct"
"AS2ZO","2",74,"1","2",328,"Incorrect"
"AS2ZO","2",75,"1","1",541,"Correct"
"AS2ZO","2",76,"1","1",362,"Correct"
"AS2ZO","2",77,"1","1",510,"Correct"
"AS2ZO","2",78,"1","1",393,"Correct"
"AS2ZO","2",79,"1","1",207,"Correct"
"AS2ZO","2",80,"2","2",216,"Correct"
"AS2ZO","2",81,"1","1",182,"Correct"
"AS2ZO","2",82,"1","2",407,"Correct"
"AS2ZO","2",83,"1","1",458,"Correct"
"AS2ZO","2",84,"1","1",318,"Correct"
"AS2ZO","2",85,"2","2",181,"Correct"
"AS2ZO","2",86,"1","1",588,"Correct"
"AS2ZO","2",87,"1","1",381,"Correct"
"AS2ZO","2",88,"1","1",408,"Correct"
"AS2ZO","2",89,"1","1",498,"Correct"
"AS2ZO","2",90,"2","1",197,"Correct"
"AS2ZO","2",91,"1","1",218,"Correct"
"AS2ZO","2",92,"1","1",544,"Correct"
"AS2ZO","2",93,"1","1",233,"Correct"
"AS2ZO","2",94,"2","1",218,"Correct"
"AS2ZO","2",95,"2","1",276,"Correct"
"AS2ZO","2",96,"1","1",490,"Correct"
"AS2ZO","2",97,"2","2",286,"Correct"
"AS2ZO","2",98,"1","1",592,"Correct"
"AS2ZO","2",99,"1","1",0,"Correct"
"AS2ZO","2",100,"1","1",217,"Too Slow"
"AS2ZO","2",101,"1","1",350,"Correct"
"AS2ZO","2",102,"1","2",431,"Incorrect"
"AS2ZO","2",103,"1","1",258,"Incorrect"
"AS2ZO","2",104,"1","1",361,"Correct"
"AS2ZO","2",105,"1","1",247,"Correct"
"AS2ZO","2",106,"1","1",384,"Correct"
"AS2ZO","2",107,"1","1",409,"Correct"
"AS2ZO","2",108,"1","1",357,"Correct"
"AS2ZO","2",109,"1","1",217,"Correct"
"AS2ZO","2",110,"1","1",232,"Correct"
"AS2ZO","2",111,"1","1",387,"Correct"
"AS2ZO","2",112,"1","1",199,"Correct"
"AS2ZO","2",113,"1","1",309,"Correct"
"AS2ZO","2",114,"2","1",218,"Correct"
"AS2ZO","2",115,"1","1",202,"Correct"
"AS2ZO","2",116,"1","2",203,"Incorrect"
"AS2ZO","2",117,"1","1",368,"Correct"
"AS2ZO","2",118,"2","2",291,"Correct"
"AS2ZO","2",119,"1","1",709,"Incorrect"
